filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
KneePushUp/8 - Copy.jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/8.jpg,56.0,57.0,0.8724917,57.0,53.0,0.7268814,57.0,53.0,0.74804527,68.0,53.0,0.8656242,67.0,53.0,0.8409393,80.0,72.0,0.9223993,83.0,69.0,0.9207275,79.0,111.0,0.8934191,80.0,105.0,0.7563071,70.0,143.0,0.713136,74.0,130.0,0.7038986,136.0,105.0,0.8592863,134.0,104.0,0.67171943,172.0,137.0,0.8462738,169.0,131.0,0.6732329,207.0,101.0,0.81283206,201.0,98.0,0.7891017,0,KneePushUp
KneePushUp/9 - Copy (2).jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9 - Copy (3).jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9 - Copy (4).jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9 - Copy (5).jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9 - Copy (6).jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9 - Copy (7).jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9 - Copy (8).jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9 - Copy.jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/9.jpg,153.0,220.0,0.78172916,157.0,212.0,0.8240591,148.0,214.0,0.59462327,173.0,202.0,0.60218596,151.0,207.0,0.2740829,205.0,219.0,0.7672127,159.0,227.0,0.74437773,226.0,279.0,0.7924651,157.0,269.0,0.92808384,233.0,332.0,0.909476,147.0,315.0,0.69147265,246.0,275.0,0.67799145,223.0,283.0,0.5525243,277.0,301.0,0.76226616,267.0,295.0,0.6814058,308.0,268.0,0.77753174,299.0,264.0,0.4475809,0,KneePushUp
KneePushUp/Athletic-man-doing-knee-push-ups - Copy (4).jpg,234.0,343.0,0.86852777,232.0,316.0,0.74656975,231.0,313.0,0.63598275,298.0,291.0,0.83371115,292.0,287.0,0.86995596,397.0,388.0,0.72543615,448.0,291.0,0.80067635,490.0,620.0,0.83809555,490.0,500.0,0.7607216,491.0,844.0,0.8152038,473.0,655.0,0.567428,744.0,570.0,0.9080379,757.0,529.0,0.8620749,1015.0,754.0,0.9001306,1002.0,682.0,0.8557731,1228.0,507.0,0.63272184,1207.0,484.0,0.8566775,0,KneePushUp
KneePushUp/Athletic-man-doing-knee-push-ups - Copy (5).jpg,234.0,343.0,0.86852777,232.0,316.0,0.74656975,231.0,313.0,0.63598275,298.0,291.0,0.83371115,292.0,287.0,0.86995596,397.0,388.0,0.72543615,448.0,291.0,0.80067635,490.0,620.0,0.83809555,490.0,500.0,0.7607216,491.0,844.0,0.8152038,473.0,655.0,0.567428,744.0,570.0,0.9080379,757.0,529.0,0.8620749,1015.0,754.0,0.9001306,1002.0,682.0,0.8557731,1228.0,507.0,0.63272184,1207.0,484.0,0.8566775,0,KneePushUp
KneePushUp/Athletic-man-doing-knee-push-ups - Copy (6).jpg,234.0,343.0,0.86852777,232.0,316.0,0.74656975,231.0,313.0,0.63598275,298.0,291.0,0.83371115,292.0,287.0,0.86995596,397.0,388.0,0.72543615,448.0,291.0,0.80067635,490.0,620.0,0.83809555,490.0,500.0,0.7607216,491.0,844.0,0.8152038,473.0,655.0,0.567428,744.0,570.0,0.9080379,757.0,529.0,0.8620749,1015.0,754.0,0.9001306,1002.0,682.0,0.8557731,1228.0,507.0,0.63272184,1207.0,484.0,0.8566775,0,KneePushUp
KneePushUp/Athletic-man-doing-knee-push-ups - Copy.jpg,234.0,343.0,0.86852777,232.0,316.0,0.74656975,231.0,313.0,0.63598275,298.0,291.0,0.83371115,292.0,287.0,0.86995596,397.0,388.0,0.72543615,448.0,291.0,0.80067635,490.0,620.0,0.83809555,490.0,500.0,0.7607216,491.0,844.0,0.8152038,473.0,655.0,0.567428,744.0,570.0,0.9080379,757.0,529.0,0.8620749,1015.0,754.0,0.9001306,1002.0,682.0,0.8557731,1228.0,507.0,0.63272184,1207.0,484.0,0.8566775,0,KneePushUp
KneePushUp/Athletic-man-doing-knee-push-ups.jpg,234.0,343.0,0.86852777,232.0,316.0,0.74656975,231.0,313.0,0.63598275,298.0,291.0,0.83371115,292.0,287.0,0.86995596,397.0,388.0,0.72543615,448.0,291.0,0.80067635,490.0,620.0,0.83809555,490.0,500.0,0.7607216,491.0,844.0,0.8152038,473.0,655.0,0.567428,744.0,570.0,0.9080379,757.0,529.0,0.8620749,1015.0,754.0,0.9001306,1002.0,682.0,0.8557731,1228.0,507.0,0.63272184,1207.0,484.0,0.8566775,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (2) - Copy.png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (2).png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (3) - Copy.png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (3).png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (4) - Copy.png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (4).png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (5).png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy (6).png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e - Copy.png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/Push-Up4963d8d6df2e105f3a7038dfd6582b2e.png,591.0,537.0,0.85497355,597.0,531.0,0.8756802,598.0,531.0,0.88753855,589.0,514.0,0.9048141,589.0,514.0,0.91586936,549.0,512.0,0.8820835,550.0,522.0,0.6445725,549.0,576.0,0.7388528,548.0,588.0,0.8953841,560.0,611.0,0.6045736,565.0,641.0,0.8158411,453.0,563.0,0.8558935,453.0,569.0,0.8345598,384.0,618.0,0.75938034,382.0,626.0,0.8143612,303.0,593.0,0.8604006,300.0,595.0,0.8734518,0,KneePushUp
KneePushUp/eCElLjj71QlbSL1wFUNR-IDJ7tw - Copy (2).jpg,107.0,178.0,0.5964666,103.0,165.0,0.7415239,101.0,166.0,0.68435377,120.0,139.0,0.68480146,114.0,143.0,0.5384913,177.0,126.0,0.8436309,156.0,151.0,0.57613385,270.0,185.0,0.75955427,200.0,208.0,0.42500502,230.0,263.0,0.8751217,183.0,255.0,0.76575506,323.0,187.0,0.83991086,315.0,200.0,0.5999929,472.0,251.0,0.8417669,437.0,229.0,0.72699165,478.0,114.0,0.56102484,468.0,114.0,0.7657496,0,KneePushUp
KneePushUp/eCElLjj71QlbSL1wFUNR-IDJ7tw - Copy (3).jpg,107.0,178.0,0.5964666,103.0,165.0,0.7415239,101.0,166.0,0.68435377,120.0,139.0,0.68480146,114.0,143.0,0.5384913,177.0,126.0,0.8436309,156.0,151.0,0.57613385,270.0,185.0,0.75955427,200.0,208.0,0.42500502,230.0,263.0,0.8751217,183.0,255.0,0.76575506,323.0,187.0,0.83991086,315.0,200.0,0.5999929,472.0,251.0,0.8417669,437.0,229.0,0.72699165,478.0,114.0,0.56102484,468.0,114.0,0.7657496,0,KneePushUp
KneePushUp/eCElLjj71QlbSL1wFUNR-IDJ7tw - Copy (4).jpg,107.0,178.0,0.5964666,103.0,165.0,0.7415239,101.0,166.0,0.68435377,120.0,139.0,0.68480146,114.0,143.0,0.5384913,177.0,126.0,0.8436309,156.0,151.0,0.57613385,270.0,185.0,0.75955427,200.0,208.0,0.42500502,230.0,263.0,0.8751217,183.0,255.0,0.76575506,323.0,187.0,0.83991086,315.0,200.0,0.5999929,472.0,251.0,0.8417669,437.0,229.0,0.72699165,478.0,114.0,0.56102484,468.0,114.0,0.7657496,0,KneePushUp
KneePushUp/eCElLjj71QlbSL1wFUNR-IDJ7tw - Copy (5).jpg,107.0,178.0,0.5964666,103.0,165.0,0.7415239,101.0,166.0,0.68435377,120.0,139.0,0.68480146,114.0,143.0,0.5384913,177.0,126.0,0.8436309,156.0,151.0,0.57613385,270.0,185.0,0.75955427,200.0,208.0,0.42500502,230.0,263.0,0.8751217,183.0,255.0,0.76575506,323.0,187.0,0.83991086,315.0,200.0,0.5999929,472.0,251.0,0.8417669,437.0,229.0,0.72699165,478.0,114.0,0.56102484,468.0,114.0,0.7657496,0,KneePushUp
KneePushUp/eCElLjj71QlbSL1wFUNR-IDJ7tw - Copy.jpg,107.0,178.0,0.5964666,103.0,165.0,0.7415239,101.0,166.0,0.68435377,120.0,139.0,0.68480146,114.0,143.0,0.5384913,177.0,126.0,0.8436309,156.0,151.0,0.57613385,270.0,185.0,0.75955427,200.0,208.0,0.42500502,230.0,263.0,0.8751217,183.0,255.0,0.76575506,323.0,187.0,0.83991086,315.0,200.0,0.5999929,472.0,251.0,0.8417669,437.0,229.0,0.72699165,478.0,114.0,0.56102484,468.0,114.0,0.7657496,0,KneePushUp
KneePushUp/eCElLjj71QlbSL1wFUNR-IDJ7tw.jpg,107.0,178.0,0.5964666,103.0,165.0,0.7415239,101.0,166.0,0.68435377,120.0,139.0,0.68480146,114.0,143.0,0.5384913,177.0,126.0,0.8436309,156.0,151.0,0.57613385,270.0,185.0,0.75955427,200.0,208.0,0.42500502,230.0,263.0,0.8751217,183.0,255.0,0.76575506,323.0,187.0,0.83991086,315.0,200.0,0.5999929,472.0,251.0,0.8417669,437.0,229.0,0.72699165,478.0,114.0,0.56102484,468.0,114.0,0.7657496,0,KneePushUp
KneePushUp/iStock_000057988052_Medium-e1441305399660 - Copy (2).jpg,1156.0,347.0,0.68822205,1166.0,317.0,0.6175772,1158.0,316.0,0.64359915,1104.0,259.0,0.79813343,1092.0,261.0,0.86771715,1020.0,214.0,0.78731346,973.0,234.0,0.6740245,868.0,201.0,0.30825806,724.0,306.0,0.6364938,920.0,369.0,0.49502718,824.0,464.0,0.6279566,622.0,224.0,0.81192005,582.0,250.0,0.7308012,407.0,345.0,0.7588108,344.0,369.0,0.7749294,299.0,92.0,0.6454325,260.0,83.0,0.7796765,0,KneePushUp
KneePushUp/iStock_000057988052_Medium-e1441305399660 - Copy (3).jpg,1156.0,347.0,0.68822205,1166.0,317.0,0.6175772,1158.0,316.0,0.64359915,1104.0,259.0,0.79813343,1092.0,261.0,0.86771715,1020.0,214.0,0.78731346,973.0,234.0,0.6740245,868.0,201.0,0.30825806,724.0,306.0,0.6364938,920.0,369.0,0.49502718,824.0,464.0,0.6279566,622.0,224.0,0.81192005,582.0,250.0,0.7308012,407.0,345.0,0.7588108,344.0,369.0,0.7749294,299.0,92.0,0.6454325,260.0,83.0,0.7796765,0,KneePushUp
KneePushUp/iStock_000057988052_Medium-e1441305399660 - Copy (4).jpg,1156.0,347.0,0.68822205,1166.0,317.0,0.6175772,1158.0,316.0,0.64359915,1104.0,259.0,0.79813343,1092.0,261.0,0.86771715,1020.0,214.0,0.78731346,973.0,234.0,0.6740245,868.0,201.0,0.30825806,724.0,306.0,0.6364938,920.0,369.0,0.49502718,824.0,464.0,0.6279566,622.0,224.0,0.81192005,582.0,250.0,0.7308012,407.0,345.0,0.7588108,344.0,369.0,0.7749294,299.0,92.0,0.6454325,260.0,83.0,0.7796765,0,KneePushUp
KneePushUp/iStock_000057988052_Medium-e1441305399660 - Copy (5).jpg,1156.0,347.0,0.68822205,1166.0,317.0,0.6175772,1158.0,316.0,0.64359915,1104.0,259.0,0.79813343,1092.0,261.0,0.86771715,1020.0,214.0,0.78731346,973.0,234.0,0.6740245,868.0,201.0,0.30825806,724.0,306.0,0.6364938,920.0,369.0,0.49502718,824.0,464.0,0.6279566,622.0,224.0,0.81192005,582.0,250.0,0.7308012,407.0,345.0,0.7588108,344.0,369.0,0.7749294,299.0,92.0,0.6454325,260.0,83.0,0.7796765,0,KneePushUp
KneePushUp/iStock_000057988052_Medium-e1441305399660 - Copy (6).jpg,1156.0,347.0,0.68822205,1166.0,317.0,0.6175772,1158.0,316.0,0.64359915,1104.0,259.0,0.79813343,1092.0,261.0,0.86771715,1020.0,214.0,0.78731346,973.0,234.0,0.6740245,868.0,201.0,0.30825806,724.0,306.0,0.6364938,920.0,369.0,0.49502718,824.0,464.0,0.6279566,622.0,224.0,0.81192005,582.0,250.0,0.7308012,407.0,345.0,0.7588108,344.0,369.0,0.7749294,299.0,92.0,0.6454325,260.0,83.0,0.7796765,0,KneePushUp
KneePushUp/iStock_000057988052_Medium-e1441305399660 - Copy.jpg,1156.0,347.0,0.68822205,1166.0,317.0,0.6175772,1158.0,316.0,0.64359915,1104.0,259.0,0.79813343,1092.0,261.0,0.86771715,1020.0,214.0,0.78731346,973.0,234.0,0.6740245,868.0,201.0,0.30825806,724.0,306.0,0.6364938,920.0,369.0,0.49502718,824.0,464.0,0.6279566,622.0,224.0,0.81192005,582.0,250.0,0.7308012,407.0,345.0,0.7588108,344.0,369.0,0.7749294,299.0,92.0,0.6454325,260.0,83.0,0.7796765,0,KneePushUp
KneePushUp/iStock_000057988052_Medium-e1441305399660.jpg,1156.0,347.0,0.68822205,1166.0,317.0,0.6175772,1158.0,316.0,0.64359915,1104.0,259.0,0.79813343,1092.0,261.0,0.86771715,1020.0,214.0,0.78731346,973.0,234.0,0.6740245,868.0,201.0,0.30825806,724.0,306.0,0.6364938,920.0,369.0,0.49502718,824.0,464.0,0.6279566,622.0,224.0,0.81192005,582.0,250.0,0.7308012,407.0,345.0,0.7588108,344.0,369.0,0.7749294,299.0,92.0,0.6454325,260.0,83.0,0.7796765,0,KneePushUp
KneePushUp/image_iphone - Copy (2).jpg,502.0,224.0,0.80820966,501.0,209.0,0.68360555,500.0,209.0,0.6469916,474.0,192.0,0.8686799,470.0,191.0,0.74947095,446.0,232.0,0.74542207,392.0,229.0,0.6987901,438.0,312.0,0.88991284,374.0,339.0,0.80043274,446.0,388.0,0.82629156,381.0,439.0,0.8766166,273.0,319.0,0.78030795,260.0,315.0,0.71496564,183.0,390.0,0.5285173,136.0,400.0,0.8254391,121.0,258.0,0.7772908,114.0,257.0,0.6877013,0,KneePushUp
KneePushUp/image_iphone - Copy (3).jpg,502.0,224.0,0.80820966,501.0,209.0,0.68360555,500.0,209.0,0.6469916,474.0,192.0,0.8686799,470.0,191.0,0.74947095,446.0,232.0,0.74542207,392.0,229.0,0.6987901,438.0,312.0,0.88991284,374.0,339.0,0.80043274,446.0,388.0,0.82629156,381.0,439.0,0.8766166,273.0,319.0,0.78030795,260.0,315.0,0.71496564,183.0,390.0,0.5285173,136.0,400.0,0.8254391,121.0,258.0,0.7772908,114.0,257.0,0.6877013,0,KneePushUp
KneePushUp/image_iphone - Copy (4).jpg,502.0,224.0,0.80820966,501.0,209.0,0.68360555,500.0,209.0,0.6469916,474.0,192.0,0.8686799,470.0,191.0,0.74947095,446.0,232.0,0.74542207,392.0,229.0,0.6987901,438.0,312.0,0.88991284,374.0,339.0,0.80043274,446.0,388.0,0.82629156,381.0,439.0,0.8766166,273.0,319.0,0.78030795,260.0,315.0,0.71496564,183.0,390.0,0.5285173,136.0,400.0,0.8254391,121.0,258.0,0.7772908,114.0,257.0,0.6877013,0,KneePushUp
KneePushUp/image_iphone - Copy (5).jpg,502.0,224.0,0.80820966,501.0,209.0,0.68360555,500.0,209.0,0.6469916,474.0,192.0,0.8686799,470.0,191.0,0.74947095,446.0,232.0,0.74542207,392.0,229.0,0.6987901,438.0,312.0,0.88991284,374.0,339.0,0.80043274,446.0,388.0,0.82629156,381.0,439.0,0.8766166,273.0,319.0,0.78030795,260.0,315.0,0.71496564,183.0,390.0,0.5285173,136.0,400.0,0.8254391,121.0,258.0,0.7772908,114.0,257.0,0.6877013,0,KneePushUp
KneePushUp/image_iphone - Copy.jpg,502.0,224.0,0.80820966,501.0,209.0,0.68360555,500.0,209.0,0.6469916,474.0,192.0,0.8686799,470.0,191.0,0.74947095,446.0,232.0,0.74542207,392.0,229.0,0.6987901,438.0,312.0,0.88991284,374.0,339.0,0.80043274,446.0,388.0,0.82629156,381.0,439.0,0.8766166,273.0,319.0,0.78030795,260.0,315.0,0.71496564,183.0,390.0,0.5285173,136.0,400.0,0.8254391,121.0,258.0,0.7772908,114.0,257.0,0.6877013,0,KneePushUp
KneePushUp/image_iphone.jpg,502.0,224.0,0.80820966,501.0,209.0,0.68360555,500.0,209.0,0.6469916,474.0,192.0,0.8686799,470.0,191.0,0.74947095,446.0,232.0,0.74542207,392.0,229.0,0.6987901,438.0,312.0,0.88991284,374.0,339.0,0.80043274,446.0,388.0,0.82629156,381.0,439.0,0.8766166,273.0,319.0,0.78030795,260.0,315.0,0.71496564,183.0,390.0,0.5285173,136.0,400.0,0.8254391,121.0,258.0,0.7772908,114.0,257.0,0.6877013,0,KneePushUp
KneePushUp/images - Copy (2).jpg,58.0,49.0,0.73839605,61.0,40.0,0.61549157,56.0,41.0,0.85897154,82.0,30.0,0.8349669,71.0,33.0,0.8427123,123.0,49.0,0.80657804,77.0,56.0,0.87451684,130.0,114.0,0.8576237,86.0,104.0,0.9000838,118.0,167.0,0.77477217,86.0,152.0,0.7277849,168.0,101.0,0.7021911,149.0,107.0,0.7066714,203.0,146.0,0.93886656,187.0,138.0,0.8092438,226.0,89.0,0.71717864,219.0,86.0,0.6999096,0,KneePushUp
KneePushUp/images - Copy (3).jpg,58.0,49.0,0.73839605,61.0,40.0,0.61549157,56.0,41.0,0.85897154,82.0,30.0,0.8349669,71.0,33.0,0.8427123,123.0,49.0,0.80657804,77.0,56.0,0.87451684,130.0,114.0,0.8576237,86.0,104.0,0.9000838,118.0,167.0,0.77477217,86.0,152.0,0.7277849,168.0,101.0,0.7021911,149.0,107.0,0.7066714,203.0,146.0,0.93886656,187.0,138.0,0.8092438,226.0,89.0,0.71717864,219.0,86.0,0.6999096,0,KneePushUp
